"01180: Kommunestyrevalget. Godkjente stemmer, etter region, politisk parti, statistikkvariabel og fireårlig"

"region";"politisk parti";"Godkjente stemmer 2023"
"4640 Sogndal";"Hjelp fremmedkulturelle hjem ellers ...";0
"4640 Sogndal";"Hvit Valgallianse";0
"4640 Sogndal";"Kristent konservativt parti";0
"4640 Sogndal";"Kristent Samlingsparti";0
"4640 Sogndal";"Kvinnenes frie folkevalgte";0
"4640 Sogndal";"Kystpartiet";0
"4640 Sogndal";"Naturlovpartiet";0
"4640 Sogndal";"Norges demokratiske parti";0
"4640 Sogndal";"Norges Kommunistiske Parti";0
"4640 Sogndal";"Norsk Folkeparti";0
"4640 Sogndal";"Norsk Sosialdemokratisk parti";0
"4640 Sogndal";"Partiet De Kristne";0
"4640 Sogndal";"Pensjonistpartiet";0
"4640 Sogndal";"Piratpartiet";0
"4640 Sogndal";"Rettferdighetspartiet";0
"4640 Sogndal";"Rød valgallianse (1973-2007)";0
"4640 Sogndal";"Samefolkets liste";0
"4640 Sogndal";"Samfunnspartiet";0
"4640 Sogndal";"Samlingspartiet (Ny Fremtid)";0
"4640 Sogndal";"Sogn og Fjordane fisker- og småbrukerparti";0
"4640 Sogndal";"Sosialdemokratene";0
"4640 Sogndal";"Sosialistisk Folkeparti (1961-1969)";0
"4640 Sogndal";"Sosialistisk Valgforbund (1973)";0
"4640 Sogndal";"Stopp Innvandringen";0
"4640 Sogndal";"Sykehus til Alta";0
"4640 Sogndal";"Tverrpolitisk kyst og distriktsparti";0
"4640 Sogndal";"Felleslister";0
"4640 Sogndal";"Fellesliste Venstre";0
"4640 Sogndal";"Fellesliste Bondepartiet";0
"4640 Sogndal";"Fellesliste Kristelig folkeparti";0
"4640 Sogndal";"Fellesliste Høyre";0
"4640 Sogndal";"Fellesliste Senterpartiet";0
"4640 Sogndal";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4640 Sogndal";"Fellesliste Det nye Folkepartiet";0
"4640 Sogndal";"Borgerlige felleslister";0
"4640 Sogndal";"Lokale lister";0
"4640 Sogndal";"Andre lister";0
"4641 Aurland";"Arbeiderpartiet";402
"4641 Aurland";"Fremskrittspartiet";0
"4641 Aurland";"Høyre";264
"4641 Aurland";"Kristelig Folkeparti";0
"4641 Aurland";"Miljøpartiet de Grønne";86
"4641 Aurland";"Rødt";0
"4641 Aurland";"Senterpartiet";178
"4641 Aurland";"Sosialistisk Venstreparti";0
"4641 Aurland";"Venstre";69
"4641 Aurland";"Abort-motstandernes liste";0
"4641 Aurland";"Anders Langes parti (1973)";0
"4641 Aurland";"Barn/Eldre";0
"4641 Aurland";"Bondepartiet (-1959)";0
"4641 Aurland";"Demokratene i Norge";0
"4641 Aurland";"Det Liberale Folkepartiet";0
"4641 Aurland";"Det nye Folkepartiet (1973-1977)";0
"4641 Aurland";"Det Politiske Parti";0
"4641 Aurland";"Ensliges parti";0
"4641 Aurland";"Fedrelandspartiet";0
"4641 Aurland";"Felles framtid";0
"4641 Aurland";"Folkeaksjonen Fremtid for Finnmark";0
"4641 Aurland";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4641 Aurland";"Folkemakten";0
"4641 Aurland";"Frie Folkevalgte";0
"4641 Aurland";"Frihetspartiet";0
"4641 Aurland";"Fylkeslistene for miljø og solidaritet";0
"4641 Aurland";"Hjelp fremmedkulturelle hjem ellers ...";0
"4641 Aurland";"Hvit Valgallianse";0
"4641 Aurland";"Kristent konservativt parti";0
"4641 Aurland";"Kristent Samlingsparti";0
"4641 Aurland";"Kvinnenes frie folkevalgte";0
"4641 Aurland";"Kystpartiet";0
"4641 Aurland";"Naturlovpartiet";0
"4641 Aurland";"Norges demokratiske parti";0
"4641 Aurland";"Norges Kommunistiske Parti";0
"4641 Aurland";"Norsk Folkeparti";0
"4641 Aurland";"Norsk Sosialdemokratisk parti";0
"4641 Aurland";"Partiet De Kristne";0
"4641 Aurland";"Pensjonistpartiet";0
"4641 Aurland";"Piratpartiet";0
"4641 Aurland";"Rettferdighetspartiet";0
"4641 Aurland";"Rød valgallianse (1973-2007)";0
"4641 Aurland";"Samefolkets liste";0
"4641 Aurland";"Samfunnspartiet";0
"4641 Aurland";"Samlingspartiet (Ny Fremtid)";0
"4641 Aurland";"Sogn og Fjordane fisker- og småbrukerparti";0
"4641 Aurland";"Sosialdemokratene";0
"4641 Aurland";"Sosialistisk Folkeparti (1961-1969)";0
"4641 Aurland";"Sosialistisk Valgforbund (1973)";0
"4641 Aurland";"Stopp Innvandringen";0
"4641 Aurland";"Sykehus til Alta";0
"4641 Aurland";"Tverrpolitisk kyst og distriktsparti";0
"4641 Aurland";"Felleslister";0
"4641 Aurland";"Fellesliste Venstre";0
"4641 Aurland";"Fellesliste Bondepartiet";0
"4641 Aurland";"Fellesliste Kristelig folkeparti";0
"4641 Aurland";"Fellesliste Høyre";0
"4641 Aurland";"Fellesliste Senterpartiet";0
"4641 Aurland";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4641 Aurland";"Fellesliste Det nye Folkepartiet";0
"4641 Aurland";"Borgerlige felleslister";0
"4641 Aurland";"Lokale lister";0
"4641 Aurland";"Andre lister";0
"4642 Lærdal";"Arbeiderpartiet";646
"4642 Lærdal";"Fremskrittspartiet";0
"4642 Lærdal";"Høyre";87
"4642 Lærdal";"Kristelig Folkeparti";0
"4642 Lærdal";"Miljøpartiet de Grønne";0
"4642 Lærdal";"Rødt";0
"4642 Lærdal";"Senterpartiet";312
"4642 Lærdal";"Sosialistisk Venstreparti";131
"4642 Lærdal";"Venstre";0
"4642 Lærdal";"Abort-motstandernes liste";0
"4642 Lærdal";"Anders Langes parti (1973)";0
"4642 Lærdal";"Barn/Eldre";0
"4642 Lærdal";"Bondepartiet (-1959)";0
"4642 Lærdal";"Demokratene i Norge";0
"4642 Lærdal";"Det Liberale Folkepartiet";0
"4642 Lærdal";"Det nye Folkepartiet (1973-1977)";0
"4642 Lærdal";"Det Politiske Parti";0
"4642 Lærdal";"Ensliges parti";0
"4642 Lærdal";"Fedrelandspartiet";0
"4642 Lærdal";"Felles framtid";0
"4642 Lærdal";"Folkeaksjonen Fremtid for Finnmark";0
"4642 Lærdal";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4642 Lærdal";"Folkemakten";0
"4642 Lærdal";"Frie Folkevalgte";0
"4642 Lærdal";"Frihetspartiet";0
"4642 Lærdal";"Fylkeslistene for miljø og solidaritet";0
"4642 Lærdal";"Hjelp fremmedkulturelle hjem ellers ...";0
"4642 Lærdal";"Hvit Valgallianse";0
"4642 Lærdal";"Kristent konservativt parti";0
"4642 Lærdal";"Kristent Samlingsparti";0
"4642 Lærdal";"Kvinnenes frie folkevalgte";0
"4642 Lærdal";"Kystpartiet";0
"4642 Lærdal";"Naturlovpartiet";0
"4642 Lærdal";"Norges demokratiske parti";0
"4642 Lærdal";"Norges Kommunistiske Parti";0
"4642 Lærdal";"Norsk Folkeparti";0
"4642 Lærdal";"Norsk Sosialdemokratisk parti";0
"4642 Lærdal";"Partiet De Kristne";0
"4642 Lærdal";"Pensjonistpartiet";0
"4642 Lærdal";"Piratpartiet";0
"4642 Lærdal";"Rettferdighetspartiet";0
"4642 Lærdal";"Rød valgallianse (1973-2007)";0
"4642 Lærdal";"Samefolkets liste";0
"4642 Lærdal";"Samfunnspartiet";0
"4642 Lærdal";"Samlingspartiet (Ny Fremtid)";0
"4642 Lærdal";"Sogn og Fjordane fisker- og småbrukerparti";0
"4642 Lærdal";"Sosialdemokratene";0
"4642 Lærdal";"Sosialistisk Folkeparti (1961-1969)";0
"4642 Lærdal";"Sosialistisk Valgforbund (1973)";0
"4642 Lærdal";"Stopp Innvandringen";0
"4642 Lærdal";"Sykehus til Alta";0
"4642 Lærdal";"Tverrpolitisk kyst og distriktsparti";0
"4642 Lærdal";"Felleslister";0
"4642 Lærdal";"Fellesliste Venstre";0
"4642 Lærdal";"Fellesliste Bondepartiet";0
"4642 Lærdal";"Fellesliste Kristelig folkeparti";0
"4642 Lærdal";"Fellesliste Høyre";0
"4642 Lærdal";"Fellesliste Senterpartiet";0
"4642 Lærdal";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4642 Lærdal";"Fellesliste Det nye Folkepartiet";0
"4642 Lærdal";"Borgerlige felleslister";0
"4642 Lærdal";"Lokale lister";0
"4642 Lærdal";"Andre lister";0
"4643 Årdal";"Arbeiderpartiet";1703
"4643 Årdal";"Fremskrittspartiet";0
"4643 Årdal";"Høyre";662
"4643 Årdal";"Kristelig Folkeparti";0
"4643 Årdal";"Miljøpartiet de Grønne";0
"4643 Årdal";"Rødt";0
"4643 Årdal";"Senterpartiet";0
"4643 Årdal";"Sosialistisk Venstreparti";0
"4643 Årdal";"Venstre";0
"4643 Årdal";"Abort-motstandernes liste";0
"4643 Årdal";"Anders Langes parti (1973)";0
"4643 Årdal";"Barn/Eldre";0
"4643 Årdal";"Bondepartiet (-1959)";0
"4643 Årdal";"Demokratene i Norge";0
"4643 Årdal";"Det Liberale Folkepartiet";0
"4643 Årdal";"Det nye Folkepartiet (1973-1977)";0
"4643 Årdal";"Det Politiske Parti";0
"4643 Årdal";"Ensliges parti";0
"4643 Årdal";"Fedrelandspartiet";0
"4643 Årdal";"Felles framtid";0
"4643 Årdal";"Folkeaksjonen Fremtid for Finnmark";0
"4643 Årdal";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4643 Årdal";"Folkemakten";0
"4643 Årdal";"Frie Folkevalgte";0
"4643 Årdal";"Frihetspartiet";0
"4643 Årdal";"Fylkeslistene for miljø og solidaritet";0
"4643 Årdal";"Hjelp fremmedkulturelle hjem ellers ...";0
"4643 Årdal";"Hvit Valgallianse";0
"4643 Årdal";"Kristent konservativt parti";0
"4643 Årdal";"Kristent Samlingsparti";0
"4643 Årdal";"Kvinnenes frie folkevalgte";0
"4643 Årdal";"Kystpartiet";0
"4643 Årdal";"Naturlovpartiet";0
"4643 Årdal";"Norges demokratiske parti";0
"4643 Årdal";"Norges Kommunistiske Parti";0
"4643 Årdal";"Norsk Folkeparti";0
"4643 Årdal";"Norsk Sosialdemokratisk parti";0
"4643 Årdal";"Partiet De Kristne";0
"4643 Årdal";"Pensjonistpartiet";0
"4643 Årdal";"Piratpartiet";0
"4643 Årdal";"Rettferdighetspartiet";0
"4643 Årdal";"Rød valgallianse (1973-2007)";0
"4643 Årdal";"Samefolkets liste";0
"4643 Årdal";"Samfunnspartiet";0
"4643 Årdal";"Samlingspartiet (Ny Fremtid)";0
"4643 Årdal";"Sogn og Fjordane fisker- og småbrukerparti";0
"4643 Årdal";"Sosialdemokratene";0
"4643 Årdal";"Sosialistisk Folkeparti (1961-1969)";0
"4643 Årdal";"Sosialistisk Valgforbund (1973)";0
"4643 Årdal";"Stopp Innvandringen";0
"4643 Årdal";"Sykehus til Alta";0
"4643 Årdal";"Tverrpolitisk kyst og distriktsparti";0
"4643 Årdal";"Felleslister";0
"4643 Årdal";"Fellesliste Venstre";0
"4643 Årdal";"Fellesliste Bondepartiet";0
"4643 Årdal";"Fellesliste Kristelig folkeparti";0
"4643 Årdal";"Fellesliste Høyre";0
"4643 Årdal";"Fellesliste Senterpartiet";0
"4643 Årdal";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4643 Årdal";"Fellesliste Det nye Folkepartiet";0
"4643 Årdal";"Borgerlige felleslister";0
"4643 Årdal";"Lokale lister";0
"4643 Årdal";"Andre lister";0
"4644 Luster";"Arbeiderpartiet";943
"4644 Luster";"Fremskrittspartiet";129
"4644 Luster";"Høyre";321
"4644 Luster";"Kristelig Folkeparti";203
"4644 Luster";"Miljøpartiet de Grønne";0
"4644 Luster";"Rødt";0
"4644 Luster";"Senterpartiet";1093
"4644 Luster";"Sosialistisk Venstreparti";139
"4644 Luster";"Venstre";81
"4644 Luster";"Abort-motstandernes liste";0
"4644 Luster";"Anders Langes parti (1973)";0
"4644 Luster";"Barn/Eldre";0
"4644 Luster";"Bondepartiet (-1959)";0
"4644 Luster";"Demokratene i Norge";0
"4644 Luster";"Det Liberale Folkepartiet";0
"4644 Luster";"Det nye Folkepartiet (1973-1977)";0
"4644 Luster";"Det Politiske Parti";0
"4644 Luster";"Ensliges parti";0
"4644 Luster";"Fedrelandspartiet";0
"4644 Luster";"Felles framtid";0
"4644 Luster";"Folkeaksjonen Fremtid for Finnmark";0
"4644 Luster";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4644 Luster";"Folkemakten";0
"4644 Luster";"Frie Folkevalgte";0
"4644 Luster";"Frihetspartiet";0
"4644 Luster";"Fylkeslistene for miljø og solidaritet";0
"4644 Luster";"Hjelp fremmedkulturelle hjem ellers ...";0
"4644 Luster";"Hvit Valgallianse";0
"4644 Luster";"Kristent konservativt parti";0
"4644 Luster";"Kristent Samlingsparti";0
"4644 Luster";"Kvinnenes frie folkevalgte";0
"4644 Luster";"Kystpartiet";0
"4644 Luster";"Naturlovpartiet";0
"4644 Luster";"Norges demokratiske parti";0
"4644 Luster";"Norges Kommunistiske Parti";0
"4644 Luster";"Norsk Folkeparti";0
"4644 Luster";"Norsk Sosialdemokratisk parti";0
"4644 Luster";"Partiet De Kristne";0
"4644 Luster";"Pensjonistpartiet";0
"4644 Luster";"Piratpartiet";0
"4644 Luster";"Rettferdighetspartiet";0
"4644 Luster";"Rød valgallianse (1973-2007)";0
"4644 Luster";"Samefolkets liste";0
"4644 Luster";"Samfunnspartiet";0
"4644 Luster";"Samlingspartiet (Ny Fremtid)";0
"4644 Luster";"Sogn og Fjordane fisker- og småbrukerparti";0
"4644 Luster";"Sosialdemokratene";0
"4644 Luster";"Sosialistisk Folkeparti (1961-1969)";0
"4644 Luster";"Sosialistisk Valgforbund (1973)";0
"4644 Luster";"Stopp Innvandringen";0
"4644 Luster";"Sykehus til Alta";0
"4644 Luster";"Tverrpolitisk kyst og distriktsparti";0
"4644 Luster";"Felleslister";0
"4644 Luster";"Fellesliste Venstre";0
"4644 Luster";"Fellesliste Bondepartiet";0
"4644 Luster";"Fellesliste Kristelig folkeparti";0
"4644 Luster";"Fellesliste Høyre";0
"4644 Luster";"Fellesliste Senterpartiet";0
"4644 Luster";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4644 Luster";"Fellesliste Det nye Folkepartiet";0
"4644 Luster";"Borgerlige felleslister";0
"4644 Luster";"Lokale lister";0
"4644 Luster";"Andre lister";0
"4645 Askvoll";"Arbeiderpartiet";145
"4645 Askvoll";"Fremskrittspartiet";0
"4645 Askvoll";"Høyre";596
"4645 Askvoll";"Kristelig Folkeparti";89
"4645 Askvoll";"Miljøpartiet de Grønne";0
"4645 Askvoll";"Rødt";0
"4645 Askvoll";"Senterpartiet";310
"4645 Askvoll";"Sosialistisk Venstreparti";173
"4645 Askvoll";"Venstre";150
"4645 Askvoll";"Abort-motstandernes liste";0
"4645 Askvoll";"Anders Langes parti (1973)";0
"4645 Askvoll";"Barn/Eldre";0
"4645 Askvoll";"Bondepartiet (-1959)";0
"4645 Askvoll";"Demokratene i Norge";0
"4645 Askvoll";"Det Liberale Folkepartiet";0
"4645 Askvoll";"Det nye Folkepartiet (1973-1977)";0
"4645 Askvoll";"Det Politiske Parti";0
"4645 Askvoll";"Ensliges parti";0
"4645 Askvoll";"Fedrelandspartiet";0
"4645 Askvoll";"Felles framtid";0
"4645 Askvoll";"Folkeaksjonen Fremtid for Finnmark";0
"4645 Askvoll";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4645 Askvoll";"Folkemakten";0
"4645 Askvoll";"Frie Folkevalgte";0
"4645 Askvoll";"Frihetspartiet";0
"4645 Askvoll";"Fylkeslistene for miljø og solidaritet";0
"4645 Askvoll";"Hjelp fremmedkulturelle hjem ellers ...";0
"4645 Askvoll";"Hvit Valgallianse";0
"4645 Askvoll";"Kristent konservativt parti";0
"4645 Askvoll";"Kristent Samlingsparti";0
"4645 Askvoll";"Kvinnenes frie folkevalgte";0
"4645 Askvoll";"Kystpartiet";0
"4645 Askvoll";"Naturlovpartiet";0
"4645 Askvoll";"Norges demokratiske parti";0
"4645 Askvoll";"Norges Kommunistiske Parti";0
"4645 Askvoll";"Norsk Folkeparti";0
"4645 Askvoll";"Norsk Sosialdemokratisk parti";0
"4645 Askvoll";"Partiet De Kristne";0
"4645 Askvoll";"Pensjonistpartiet";0
"4645 Askvoll";"Piratpartiet";0
"4645 Askvoll";"Rettferdighetspartiet";0
"4645 Askvoll";"Rød valgallianse (1973-2007)";0
"4645 Askvoll";"Samefolkets liste";0
"4645 Askvoll";"Samfunnspartiet";0
"4645 Askvoll";"Samlingspartiet (Ny Fremtid)";0
"4645 Askvoll";"Sogn og Fjordane fisker- og småbrukerparti";0
"4645 Askvoll";"Sosialdemokratene";0
"4645 Askvoll";"Sosialistisk Folkeparti (1961-1969)";0
"4645 Askvoll";"Sosialistisk Valgforbund (1973)";0
"4645 Askvoll";"Stopp Innvandringen";0
"4645 Askvoll";"Sykehus til Alta";0
"4645 Askvoll";"Tverrpolitisk kyst og distriktsparti";0
"4645 Askvoll";"Felleslister";0
"4645 Askvoll";"Fellesliste Venstre";0
"4645 Askvoll";"Fellesliste Bondepartiet";0
"4645 Askvoll";"Fellesliste Kristelig folkeparti";0
"4645 Askvoll";"Fellesliste Høyre";0
"4645 Askvoll";"Fellesliste Senterpartiet";0
"4645 Askvoll";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4645 Askvoll";"Fellesliste Det nye Folkepartiet";0
"4645 Askvoll";"Borgerlige felleslister";0
"4645 Askvoll";"Lokale lister";0
"4645 Askvoll";"Andre lister";0
"4646 Fjaler";"Arbeiderpartiet";260
"4646 Fjaler";"Fremskrittspartiet";0
"4646 Fjaler";"Høyre";251
"4646 Fjaler";"Kristelig Folkeparti";0
"4646 Fjaler";"Miljøpartiet de Grønne";102
"4646 Fjaler";"Rødt";35
"4646 Fjaler";"Senterpartiet";379
"4646 Fjaler";"Sosialistisk Venstreparti";134
"4646 Fjaler";"Venstre";237
"4646 Fjaler";"Abort-motstandernes liste";0
"4646 Fjaler";"Anders Langes parti (1973)";0
"4646 Fjaler";"Barn/Eldre";0
"4646 Fjaler";"Bondepartiet (-1959)";0
"4646 Fjaler";"Demokratene i Norge";0
"4646 Fjaler";"Det Liberale Folkepartiet";0
"4646 Fjaler";"Det nye Folkepartiet (1973-1977)";0
"4646 Fjaler";"Det Politiske Parti";0
"4646 Fjaler";"Ensliges parti";0
"4646 Fjaler";"Fedrelandspartiet";0
"4646 Fjaler";"Felles framtid";0
"4646 Fjaler";"Folkeaksjonen Fremtid for Finnmark";0
"4646 Fjaler";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4646 Fjaler";"Folkemakten";0
"4646 Fjaler";"Frie Folkevalgte";0
"4646 Fjaler";"Frihetspartiet";0
"4646 Fjaler";"Fylkeslistene for miljø og solidaritet";0
"4646 Fjaler";"Hjelp fremmedkulturelle hjem ellers ...";0
"4646 Fjaler";"Hvit Valgallianse";0
"4646 Fjaler";"Kristent konservativt parti";0
"4646 Fjaler";"Kristent Samlingsparti";0
"4646 Fjaler";"Kvinnenes frie folkevalgte";0
"4646 Fjaler";"Kystpartiet";0
"4646 Fjaler";"Naturlovpartiet";0
"4646 Fjaler";"Norges demokratiske parti";0
"4646 Fjaler";"Norges Kommunistiske Parti";0
"4646 Fjaler";"Norsk Folkeparti";0
"4646 Fjaler";"Norsk Sosialdemokratisk parti";0
"4646 Fjaler";"Partiet De Kristne";0
"4646 Fjaler";"Pensjonistpartiet";0
"4646 Fjaler";"Piratpartiet";0
"4646 Fjaler";"Rettferdighetspartiet";0
"4646 Fjaler";"Rød valgallianse (1973-2007)";0
"4646 Fjaler";"Samefolkets liste";0
"4646 Fjaler";"Samfunnspartiet";0
"4646 Fjaler";"Samlingspartiet (Ny Fremtid)";0
"4646 Fjaler";"Sogn og Fjordane fisker- og småbrukerparti";0
"4646 Fjaler";"Sosialdemokratene";0
"4646 Fjaler";"Sosialistisk Folkeparti (1961-1969)";0
"4646 Fjaler";"Sosialistisk Valgforbund (1973)";0
"4646 Fjaler";"Stopp Innvandringen";0
"4646 Fjaler";"Sykehus til Alta";0
"4646 Fjaler";"Tverrpolitisk kyst og distriktsparti";0
"4646 Fjaler";"Felleslister";0
"4646 Fjaler";"Fellesliste Venstre";0
"4646 Fjaler";"Fellesliste Bondepartiet";0
"4646 Fjaler";"Fellesliste Kristelig folkeparti";0
"4646 Fjaler";"Fellesliste Høyre";0
"4646 Fjaler";"Fellesliste Senterpartiet";0
"4646 Fjaler";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4646 Fjaler";"Fellesliste Det nye Folkepartiet";0
"4646 Fjaler";"Borgerlige felleslister";0
"4646 Fjaler";"Lokale lister";0
"4646 Fjaler";"Andre lister";0
"4647 Sunnfjord";"Arbeiderpartiet";2302
"4647 Sunnfjord";"Fremskrittspartiet";445
"4647 Sunnfjord";"Høyre";1624
"4647 Sunnfjord";"Kristelig Folkeparti";363
"4647 Sunnfjord";"Miljøpartiet de Grønne";410
"4647 Sunnfjord";"Rødt";197
"4647 Sunnfjord";"Senterpartiet";2353
"4647 Sunnfjord";"Sosialistisk Venstreparti";1497
"4647 Sunnfjord";"Venstre";1179
"4647 Sunnfjord";"Abort-motstandernes liste";0
"4647 Sunnfjord";"Anders Langes parti (1973)";0
"4647 Sunnfjord";"Barn/Eldre";0
"4647 Sunnfjord";"Bondepartiet (-1959)";0
"4647 Sunnfjord";"Demokratene i Norge";0
"4647 Sunnfjord";"Det Liberale Folkepartiet";0
"4647 Sunnfjord";"Det nye Folkepartiet (1973-1977)";0
"4647 Sunnfjord";"Det Politiske Parti";0
"4647 Sunnfjord";"Ensliges parti";0
"4647 Sunnfjord";"Fedrelandspartiet";0
"4647 Sunnfjord";"Felles framtid";0
"4647 Sunnfjord";"Folkeaksjonen Fremtid for Finnmark";0
"4647 Sunnfjord";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4647 Sunnfjord";"Folkemakten";0
"4647 Sunnfjord";"Frie Folkevalgte";0
"4647 Sunnfjord";"Frihetspartiet";0
"4647 Sunnfjord";"Fylkeslistene for miljø og solidaritet";0
"4647 Sunnfjord";"Hjelp fremmedkulturelle hjem ellers ...";0
"4647 Sunnfjord";"Hvit Valgallianse";0
"4647 Sunnfjord";"Kristent konservativt parti";0
"4647 Sunnfjord";"Kristent Samlingsparti";0
"4647 Sunnfjord";"Kvinnenes frie folkevalgte";0
"4647 Sunnfjord";"Kystpartiet";0
"4647 Sunnfjord";"Naturlovpartiet";0
"4647 Sunnfjord";"Norges demokratiske parti";0
"4647 Sunnfjord";"Norges Kommunistiske Parti";0
"4647 Sunnfjord";"Norsk Folkeparti";0
"4647 Sunnfjord";"Norsk Sosialdemokratisk parti";0
"4647 Sunnfjord";"Partiet De Kristne";0
"4647 Sunnfjord";"Pensjonistpartiet";0
"4647 Sunnfjord";"Piratpartiet";0
"4647 Sunnfjord";"Rettferdighetspartiet";0
"4647 Sunnfjord";"Rød valgallianse (1973-2007)";0
"4647 Sunnfjord";"Samefolkets liste";0
"4647 Sunnfjord";"Samfunnspartiet";0
"4647 Sunnfjord";"Samlingspartiet (Ny Fremtid)";0
"4647 Sunnfjord";"Sogn og Fjordane fisker- og småbrukerparti";0
"4647 Sunnfjord";"Sosialdemokratene";0
"4647 Sunnfjord";"Sosialistisk Folkeparti (1961-1969)";0
"4647 Sunnfjord";"Sosialistisk Valgforbund (1973)";0
"4647 Sunnfjord";"Stopp Innvandringen";0
"4647 Sunnfjord";"Sykehus til Alta";0
"4647 Sunnfjord";"Tverrpolitisk kyst og distriktsparti";0
"4647 Sunnfjord";"Felleslister";0
"4647 Sunnfjord";"Fellesliste Venstre";0
"4647 Sunnfjord";"Fellesliste Bondepartiet";0
"4647 Sunnfjord";"Fellesliste Kristelig folkeparti";0
"4647 Sunnfjord";"Fellesliste Høyre";0
"4647 Sunnfjord";"Fellesliste Senterpartiet";0
"4647 Sunnfjord";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4647 Sunnfjord";"Fellesliste Det nye Folkepartiet";0
"4647 Sunnfjord";"Borgerlige felleslister";0
"4647 Sunnfjord";"Lokale lister";0
"4647 Sunnfjord";"Andre lister";623
"4648 Bremanger";"Arbeiderpartiet";449
"4648 Bremanger";"Fremskrittspartiet";0
"4648 Bremanger";"Høyre";279
"4648 Bremanger";"Kristelig Folkeparti";78
"4648 Bremanger";"Miljøpartiet de Grønne";0
"4648 Bremanger";"Rødt";54
"4648 Bremanger";"Senterpartiet";338
"4648 Bremanger";"Sosialistisk Venstreparti";70
"4648 Bremanger";"Venstre";372
